// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).
0,7539,250
0,7723,5000
0,1000874,2000
0,6672,50
0,7776,100
0,12214,250
0,12208,500
0,12412,100
0,1000680,50
0,1000681,50
0,1000640,1200
0,7168,300
0,23436,1000
0,23926,7000
0,607,20
0,608,10
0,12202,80
0,12203,80
0,12204,80
0,12205,80
0,12206,80
0,12207,80
1,6423,10//海神之憤怒
1,6417,10
1,6909,10
1,7650,100
1,6635,89
1,25793,199
1,16393,30
1,16394,55
1,16258,30//高密度鈽鐳礦石5入箱子
1,16260,58//高密度鈽鐳礦石10入箱子
1,16395,30
1,16396,55
1,16259,30//高密度鈣礦石5入箱子
1,16261,58//高密度鈣礦石10入箱子
1,12920,30//農呂
1,12921,30//農神
1,16753,70//住五
1,16755,70//住防
1,16765,40//捕章魚棍 23小時
1,16766,120//捕章魚棍 3天
1,16767,280//捕章魚棍 7天
1,16764,100//海神護身符箱子 15天
2,36201,1020
2,36202,520
2,36203,103
2,36204,11
2,36205,3
2,60748,2000
2,60749,5000
2,60750,8000
2,22654,15000
3,1292,99
3,1394,99
3,1491,99
3,1585,99
3,2015,99
3,2149,99
3,2150,99
3,2151,99
3,2459,99
3,2460,99
3,2461,99
3,2561,99
3,2562,99
3,2563,99
3,2828,99
3,2996,99
3,13071,99
3,13115,99
3,15015,99
3,15016,99
3,15017,99
3,15018,99
3,15019,99
3,15020,99
3,15021,99
3,15111,99
3,16019,99
3,18112,99
3,21000,99

4,15212,4999
4,20856,4999
4,22141,4999
4,20842,199
4,20843,199
4,20844,199
4,15278,499
4,15279,499
4,15346,499
4,15347,499
4,15353,499
4,15354,499
4,5793,99
4,5402,99
4,5527,99
4,18785,199
4,5372,199
4,18528,199
4,18694,199
4,18599,399
4,5283,399
4,5421,699
4,18754,699
4,2202,599
4,2204,199
4,5361,299
4,5657,299
4,5362,399
4,5518,399
4,5375,99
4,5506,399
4,18503,299
4,5468,299
4,18657,299
4,18539,299
4,18844,390//藍波利氣球
4,18918,390//小章魚氣球
4,18859,390//天使波利氣球
4,18917,390//心心相印氣球
4,18962,390//圓仔
4,18914,490//惡魔小跟班
4,5325,190//機械電眼
4,5376,390//撒旦惡魔翅膀
4,18522,390//邪惡神聖遊行者帽
4,18601,490//紅色麵包帽
4,18600,490//貓耳貝雷帽
4,18937,500//愛的記憶
4,5311,100//大芙蓉花
4,5654,100//紅色指揮帽
4,5665,100//薩滿之帽
4,5564,150//詐欺王冠
4,18563,590//心型羽翼髮夾
4,18891,190//哈士奇帽子
4,5518,390//大型山羊頭盔
4,5585,390//盧恩繩結髮圈
4,5584,390//惡靈山羊頭盔
4,5360,390//修咖巴殷的黑貓耳朵
4,5359,390//飛空艇船長之帽
4,18729,490//MVP籃球帽
4,5497,490//虎王帽
4,18934,520//狐狸耳朵鈴鐺髮帶
4,18509,490//2010 RWC慶祝帽
4,5286,190//七彩大嘴鳥的翅膀
4,18852,399
4,17084,49//強化卡塔勒拳刃箱子
4,17085,49//強化雙手斧箱子
4,17086,49//強化騎士長矛箱子
4,17087,49//強化書籍
4,17088,49//強化智慧魔杖箱子
4,17089,49//強化大駒短劍箱子
4,17090,49//強化左輪手槍箱子
4,17091,49//強化鐵錘箱子
4,17092,49//強化弓箱子
4,17093,49//強化雙手巨劍箱子
4,16305,49//強化鐵盾箱子
4,16309,49//強化鋼盾箱子
4,16311,49//強化長靴箱子
4,16313,49//強化戰士長靴箱子
4,16315,49//強化重靴箱子
4,16317,49//強化連帽披肩箱子
4,16319,49//強化披肩箱子
4,16321,49//強化斗篷箱子
4,16323,49//強化髮夾箱子
4,16327,49//強化冒險衣箱子
4,16329,49//強化長大衣箱子
4,16331,49//強化聖職之衣箱子
4,16335,49//強化盜賊之衣箱子
4,16337,49//強化鋼鐵鎖子甲箱子
4,16339,49//強化西裝外套箱子
4,2720,390
4,2720,390
4,2720,390
4,2720,390
4,2720,390
4,2721,390
4,2722,390
4,2723,390
4,2724,390
4,2725,390

5,5914,520
5,5979,520
5,20062,520
5,20285,520
5,20435,520
5,20325,520
5,20240,520
5,20525,320
5,19871,320
5,20526,320
5,20502,320
5,20504,320
5,20737,320
5,20762,320
5,20764,320
5,31383,99
5,31575,99
5,31062,99
5,31063,99
5,31064,99
5,31065,99
5,31066,99
5,31067,99
5,31068,99
5,31069,99
5,31070,99
5,31210,99
5,31211,99
5,31212,99
5,31213,99
5,31214,99
5,31215,99
5,31216,99
5,31217,99
5,31226,99
5,31227,99
5,31228,99
5,31229,99
5,31230,99
5,31231,99
5,31232,99
5,31233,99
5,31406,99
5,31273,99
5,31274,99
5,31275,99
5,31276,99
5,31277,99
5,31278,99
5,20357,99
5,20358,99
5,20359,99
5,20360,99
5,20361,99
5,20362,99
5,20363,99
5,31279,99
5,31280,99
5,31281,99
5,31282,99
5,31283,99
5,31284,99
5,31285,99
5,31286,99
5,31287,99
5,31288,99
5,31079,99
5,31080,99
5,31081,99
5,31082,99
5,31083,99
5,31084,99
5,31085,99
5,31086,99
5,20255,99
5,31450,99
5,31405,99
5,31407,99
5,31329,99
5,31369,99
5,31370,99
5,31149,99
5,20798,99
5,31027,99
5,31028,99
5,31029,99
5,31033,99
5,31045,99
5,31052,99
5,31092,99
5,31120,99
5,31126,99
5,31136,99
5,31139,99
5,31141,99
5,31164,99
5,31165,99
5,31176,99
5,31177,99
5,31183,99
5,31185,99
5,31308,99
5,31309,99
5,31315,99
5,31331,99
5,31376,99
5,31379,99
5,31381,99
5,31390,99
5,31415,99
5,31439,99
5,31448,99
5,31451,99
5,31040,99
5,20499,99
5,31318,99
5,20279,99
5,20321,99
5,19954,99
5,20034,99
5,20113,99
5,20032,99
5,20324,99
5,20084,99
5,20098,99
5,20100,99
5,20112,99
5,20113,99
5,20116,99
5,20134,99
5,20192,99
5,20218,99
5,20256,99
5,20258,99
5,20259,99
5,20267,99
5,20328,99
5,20085,99
5,19972,99
5,20300,99
5,19959,99
5,20379,99
5,20117,99
5,20293,99
5,31166,99
5,19841,99
5,20288,99
5,19746,99
5,20299,99
5,19929,99
5,19827,99
5,19930,99
5,18740,99
5,20263,99
5,19825,99
5,19601,99
5,20217,99
5,19925,99
5,20266,99
5,20204,99
5,19936,99
5,20151,99
5,20196,99
5,20238,99
5,19602,99
5,20071,99
5,20269,99
5,31195,99
5,19712,99
5,19721,99
5,20200,99
5,19543,99
5,19544,99
5,19547,99
5,19546,99
5,19545,99
5,19549,99
5,19573,99
5,19576,99
5,19696,99
5,19718,99
5,19728,99
5,19823,99
5,19916,99
5,20014,99
5,19587,99
5,19649,99
5,19661,99
5,19678,99
5,19518,99
5,19507,99
5,19515,99
5,19522,99
5,18741,99
5,19542,99
5,19577,99
5,19607,99
5,19612,99
